exp_paper,subject,block,repetition,graph
Exp1,1,1,1,1
Exp1,1,1,2,1
Exp1,1,2,1,2
Exp1,1,2,2,2
Exp1,1,3,1,6
Exp1,1,3,2,6
Exp1,1,4,1,49
Exp1,1,4,2,49
Exp1,1,5,1,11
Exp1,1,5,2,11
Exp1,1,6,1,10
Exp1,1,6,2,10
Exp1,1,7,1,22
Exp1,1,7,2,22
Exp1,1,8,1,8
Exp1,1,8,2,8
Exp1,1,9,1,39
Exp1,1,9,2,39
Exp1,2,1,1,1
Exp1,2,1,2,1
Exp1,2,2,1,2
Exp1,2,2,2,2
Exp1,2,3,1,6
Exp1,2,3,2,6
Exp1,2,4,1,49
Exp1,2,4,2,49
Exp1,2,5,1,11
Exp1,2,5,2,11
Exp1,2,6,1,12
Exp1,2,6,2,10
Exp1,2,7,1,54
Exp1,2,7,2,54
Exp1,2,8,1,16
Exp1,2,8,2,16
Exp1,2,9,1,64
Exp1,2,9,2,64
Exp1,3,1,1,1
Exp1,3,1,2,1
Exp1,3,2,1,2
Exp1,3,2,2,2
Exp1,3,3,1,6
Exp1,3,3,2,6
Exp1,3,4,1,49
Exp1,3,4,2,17
Exp1,3,5,1,11
Exp1,3,5,2,11
Exp1,3,6,1,10
Exp1,3,6,2,10
Exp1,3,7,1,22
Exp1,3,7,2,50
Exp1,3,8,1,14
Exp1,3,8,2,7
Exp1,3,9,1,26
Exp1,3,9,2,55
Exp1,4,1,1,1
Exp1,4,1,2,1
Exp1,4,2,1,2
Exp1,4,2,2,2
Exp1,4,3,1,6
Exp1,4,3,2,6
Exp1,4,4,1,49
Exp1,4,4,2,49
Exp1,4,5,1,11
Exp1,4,5,2,11
Exp1,4,6,1,10
Exp1,4,6,2,10
Exp1,4,7,1,22
Exp1,4,7,2,38
Exp1,4,8,1,14
Exp1,4,8,2,8
Exp1,4,9,1,39
Exp1,4,9,2,26
Exp1,5,1,1,1
Exp1,5,1,2,1
Exp1,5,2,1,2
Exp1,5,2,2,2
Exp1,5,3,1,6
Exp1,5,3,2,6
Exp1,5,4,1,49
Exp1,5,4,2,49
Exp1,5,5,1,11
Exp1,5,5,2,11
Exp1,5,6,1,13
Exp1,5,6,2,10
Exp1,5,7,1,54
Exp1,5,7,2,22
Exp1,5,8,1,6
Exp1,5,8,2,13
Exp1,5,9,1,26
Exp1,5,9,2,40
Exp1,6,1,1,1
Exp1,6,1,2,1
Exp1,6,2,1,2
Exp1,6,2,2,2
Exp1,6,3,1,6
Exp1,6,3,2,6
Exp1,6,4,1,49
Exp1,6,4,2,49
Exp1,6,5,1,11
Exp1,6,5,2,11
Exp1,6,6,1,10
Exp1,6,6,2,10
Exp1,6,7,1,54
Exp1,6,7,2,54
Exp1,6,8,1,16
Exp1,6,8,2,16
Exp1,6,9,1,64
Exp1,6,9,2,64
Exp1,7,1,1,1
Exp1,7,1,2,1
Exp1,7,2,1,2
Exp1,7,2,2,2
Exp1,7,3,1,6
Exp1,7,3,2,6
Exp1,7,4,1,49
Exp1,7,4,2,49
Exp1,7,5,1,11
Exp1,7,5,2,11
Exp1,7,6,1,10
Exp1,7,6,2,12
Exp1,7,7,1,54
Exp1,7,7,2,54
Exp1,7,8,1,16
Exp1,7,8,2,16
Exp1,7,9,1,64
Exp1,7,9,2,64
Exp1,8,1,1,1
Exp1,8,1,2,1
Exp1,8,2,1,2
Exp1,8,2,2,2
Exp1,8,3,1,5
Exp1,8,3,2,5
Exp1,8,4,1,37
Exp1,8,4,2,49
Exp1,8,5,1,25
Exp1,8,5,2,11
Exp1,8,6,1,10
Exp1,8,6,2,25
Exp1,8,7,1,37
Exp1,8,7,2,7
Exp1,8,8,1,7
Exp1,8,8,2,8
Exp1,8,9,1,37
Exp1,8,9,2,35
Exp1,9,1,1,1
Exp1,9,1,2,1
Exp1,9,2,1,2
Exp1,9,2,2,2
Exp1,9,3,1,16
Exp1,9,3,2,6
Exp1,9,4,1,49
Exp1,9,4,2,49
Exp1,9,5,1,11
Exp1,9,5,2,11
Exp1,9,6,1,12
Exp1,9,6,2,10
Exp1,9,7,1,54
Exp1,9,7,2,54
Exp1,9,8,1,16
Exp1,9,8,2,54
Exp1,9,9,1,26
Exp1,9,9,2,26
Exp1,10,1,1,1
Exp1,10,1,2,1
Exp1,10,2,1,2
Exp1,10,2,2,2
Exp1,10,3,1,6
Exp1,10,3,2,6
Exp1,10,4,1,1
Exp1,10,4,2,49
Exp1,10,5,1,3
Exp1,10,5,2,11
Exp1,10,6,1,10
Exp1,10,6,2,25
Exp1,10,7,1,38
Exp1,10,7,2,54
Exp1,10,8,1,6
Exp1,10,8,2,7
Exp1,10,9,1,12
Exp1,10,9,2,64
Exp1,11,1,1,1
Exp1,11,1,2,1
Exp1,11,2,1,2
Exp1,11,2,2,2
Exp1,11,3,1,6
Exp1,11,3,2,5
Exp1,11,4,1,49
Exp1,11,4,2,49
Exp1,11,5,1,11
Exp1,11,5,2,11
Exp1,11,6,1,10
Exp1,11,6,2,10
Exp1,11,7,1,38
Exp1,11,7,2,54
Exp1,11,8,1,16
Exp1,11,8,2,14
Exp1,11,9,1,26
Exp1,11,9,2,64
Exp1,12,1,1,1
Exp1,12,1,2,1
Exp1,12,2,1,2
Exp1,12,2,2,2
Exp1,12,3,1,6
Exp1,12,3,2,6
Exp1,12,4,1,49
Exp1,12,4,2,49
Exp1,12,5,1,11
Exp1,12,5,2,11
Exp1,12,6,1,12
Exp1,12,6,2,12
Exp1,12,7,1,8
Exp1,12,7,2,54
Exp1,12,8,1,16
Exp1,12,8,2,16
Exp1,12,9,1,64
Exp1,12,9,2,64
Exp1,13,1,1,1
Exp1,13,1,2,1
Exp1,13,2,1,2
Exp1,13,2,2,2
Exp1,13,3,1,6
Exp1,13,3,2,6
Exp1,13,4,1,49
Exp1,13,4,2,49
Exp1,13,5,1,11
Exp1,13,5,2,11
Exp1,13,6,1,10
Exp1,13,6,2,10
Exp1,13,7,1,18
Exp1,13,7,2,37
Exp1,13,8,1,7
Exp1,13,8,2,14
Exp1,13,9,1,24
Exp1,13,9,2,39
Exp1,14,1,1,1
Exp1,14,1,2,1
Exp1,14,2,1,2
Exp1,14,2,2,5
Exp1,14,3,1,6
Exp1,14,3,2,6
Exp1,14,4,1,29
Exp1,14,4,2,49
Exp1,14,5,1,9
Exp1,14,5,2,11
Exp1,14,6,1,35
Exp1,14,6,2,10
Exp1,14,7,1,22
Exp1,14,7,2,54
Exp1,14,8,1,11
Exp1,14,8,2,15
Exp1,14,9,1,64
Exp1,14,9,2,64
Exp1,15,1,1,1
Exp1,15,1,2,1
Exp1,15,2,1,2
Exp1,15,2,2,2
Exp1,15,3,1,6
Exp1,15,3,2,6
Exp1,15,4,1,49
Exp1,15,4,2,49
Exp1,15,5,1,11
Exp1,15,5,2,11
Exp1,15,6,1,12
Exp1,15,6,2,12
Exp1,15,7,1,54
Exp1,15,7,2,54
Exp1,15,8,1,13
Exp1,15,8,2,14
Exp1,15,9,1,39
Exp1,15,9,2,39
Exp1,16,1,1,1
Exp1,16,1,2,1
Exp1,16,2,1,2
Exp1,16,2,2,2
Exp1,16,3,1,6
Exp1,16,3,2,6
Exp1,16,4,1,49
Exp1,16,4,2,49
Exp1,16,5,1,11
Exp1,16,5,2,11
Exp1,16,6,1,10
Exp1,16,6,2,10
Exp1,16,7,1,22
Exp1,16,7,2,38
Exp1,16,8,1,8
Exp1,16,8,2,14
Exp1,16,9,1,64
Exp1,16,9,2,64
Exp1,17,1,1,1
Exp1,17,1,2,1
Exp1,17,2,1,1
Exp1,17,2,2,2
Exp1,17,3,1,6
Exp1,17,3,2,6
Exp1,17,4,1,49
Exp1,17,4,2,49
Exp1,17,5,1,11
Exp1,17,5,2,11
Exp1,17,6,1,12
Exp1,17,6,2,10
Exp1,17,7,1,54
Exp1,17,7,2,54
Exp1,17,8,1,6
Exp1,17,8,2,16
Exp1,17,9,1,1
Exp1,17,9,2,64
Exp1,18,1,1,1
Exp1,18,1,2,1
Exp1,18,2,1,2
Exp1,18,2,2,2
Exp1,18,3,1,6
Exp1,18,3,2,6
Exp1,18,4,1,49
Exp1,18,4,2,49
Exp1,18,5,1,11
Exp1,18,5,2,11
Exp1,18,6,1,12
Exp1,18,6,2,12
Exp1,18,7,1,54
Exp1,18,7,2,8
Exp1,18,8,1,16
Exp1,18,8,2,16
Exp1,18,9,1,64
Exp1,18,9,2,64
Exp1,19,1,1,1
Exp1,19,1,2,1
Exp1,19,2,1,2
Exp1,19,2,2,2
Exp1,19,3,1,6
Exp1,19,3,2,6
Exp1,19,4,1,49
Exp1,19,4,2,49
Exp1,19,5,1,11
Exp1,19,5,2,11
Exp1,19,6,1,10
Exp1,19,6,2,10
Exp1,19,7,1,38
Exp1,19,7,2,54
Exp1,19,8,1,16
Exp1,19,8,2,16
Exp1,19,9,1,64
Exp1,19,9,2,64
Exp1,20,1,1,1
Exp1,20,1,2,1
Exp1,20,2,1,2
Exp1,20,2,2,2
Exp1,20,3,1,6
Exp1,20,3,2,6
Exp1,20,4,1,49
Exp1,20,4,2,49
Exp1,20,5,1,11
Exp1,20,5,2,11
Exp1,20,6,1,10
Exp1,20,6,2,12
Exp1,20,7,1,54
Exp1,20,7,2,54
Exp1,20,8,1,8
Exp1,20,8,2,16
Exp1,20,9,1,64
Exp1,20,9,2,64
Exp1,21,1,1,1
Exp1,21,1,2,1
Exp1,21,2,1,2
Exp1,21,2,2,2
Exp1,21,3,1,6
Exp1,21,3,2,6
Exp1,21,4,1,49
Exp1,21,4,2,49
Exp1,21,5,1,11
Exp1,21,5,2,11
Exp1,21,6,1,12
Exp1,21,6,2,12
Exp1,21,7,1,54
Exp1,21,7,2,54
Exp1,21,8,1,16
Exp1,21,8,2,16
Exp1,21,9,1,13
Exp1,21,9,2,64
Exp1,22,1,1,1
Exp1,22,1,2,1
Exp1,22,2,1,2
Exp1,22,2,2,2
Exp1,22,3,1,6
Exp1,22,3,2,6
Exp1,22,4,1,49
Exp1,22,4,2,49
Exp1,22,5,1,11
Exp1,22,5,2,11
Exp1,22,6,1,12
Exp1,22,6,2,10
Exp1,22,7,1,54
Exp1,22,7,2,53
Exp1,22,8,1,12
Exp1,22,8,2,14
Exp1,22,9,1,64
Exp1,22,9,2,64
Exp1,23,1,1,1
Exp1,23,1,2,1
Exp1,23,2,1,2
Exp1,23,2,2,2
Exp1,23,3,1,6
Exp1,23,3,2,6
Exp1,23,4,1,49
Exp1,23,4,2,49
Exp1,23,5,1,11
Exp1,23,5,2,11
Exp1,23,6,1,10
Exp1,23,6,2,10
Exp1,23,7,1,22
Exp1,23,7,2,18
Exp1,23,8,1,7
Exp1,23,8,2,11
Exp1,23,9,1,26
Exp1,23,9,2,39
Exp1,24,1,1,1
Exp1,24,1,2,1
Exp1,24,2,1,2
Exp1,24,2,2,2
Exp1,24,3,1,6
Exp1,24,3,2,6
Exp1,24,4,1,49
Exp1,24,4,2,49
Exp1,24,5,1,11
Exp1,24,5,2,11
Exp1,24,6,1,10
Exp1,24,6,2,10
Exp1,24,7,1,54
Exp1,24,7,2,37
Exp1,24,8,1,7
Exp1,24,8,2,15
Exp1,24,9,1,64
Exp1,24,9,2,26
Exp1,25,1,1,1
Exp1,25,1,2,1
Exp1,25,2,1,2
Exp1,25,2,2,2
Exp1,25,3,1,6
Exp1,25,3,2,6
Exp1,25,4,1,49
Exp1,25,4,2,49
Exp1,25,5,1,11
Exp1,25,5,2,11
Exp1,25,6,1,16
Exp1,25,6,2,12
Exp1,25,7,1,54
Exp1,25,7,2,54
Exp1,25,8,1,16
Exp1,25,8,2,16
Exp1,25,9,1,64
Exp1,25,9,2,64
Exp1,26,1,1,1
Exp1,26,1,2,1
Exp1,26,2,1,2
Exp1,26,2,2,4
Exp1,26,3,1,6
Exp1,26,3,2,6
Exp1,26,4,1,49
Exp1,26,4,2,49
Exp1,26,5,1,11
Exp1,26,5,2,11
Exp1,26,6,1,12
Exp1,26,6,2,12
Exp1,26,7,1,49
Exp1,26,7,2,49
Exp1,26,8,1,4
Exp1,26,8,2,13
Exp1,26,9,1,26
Exp1,26,9,2,39
Exp1,27,1,1,1
Exp1,27,1,2,1
Exp1,27,2,1,2
Exp1,27,2,2,2
Exp1,27,3,1,6
Exp1,27,3,2,6
Exp1,27,4,1,49
Exp1,27,4,2,49
Exp1,27,5,1,11
Exp1,27,5,2,11
Exp1,27,6,1,10
Exp1,27,6,2,13
Exp1,27,7,1,18
Exp1,27,7,2,21
Exp1,27,8,1,16
Exp1,27,8,2,16
Exp1,27,9,1,64
Exp1,27,9,2,26
Exp1,28,1,1,1
Exp1,28,1,2,1
Exp1,28,2,1,2
Exp1,28,2,2,2
Exp1,28,3,1,6
Exp1,28,3,2,6
Exp1,28,4,1,49
Exp1,28,4,2,49
Exp1,28,5,1,11
Exp1,28,5,2,11
Exp1,28,6,1,12
Exp1,28,6,2,12
Exp1,28,7,1,54
Exp1,28,7,2,54
Exp1,28,8,1,16
Exp1,28,8,2,16
Exp1,28,9,1,39
Exp1,28,9,2,26
Exp1,29,1,1,1
Exp1,29,1,2,1
Exp1,29,2,1,2
Exp1,29,2,2,2
Exp1,29,3,1,6
Exp1,29,3,2,6
Exp1,29,4,1,49
Exp1,29,4,2,49
Exp1,29,5,1,11
Exp1,29,5,2,11
Exp1,29,6,1,10
Exp1,29,6,2,10
Exp1,29,7,1,37
Exp1,29,7,2,54
Exp1,29,8,1,14
Exp1,29,8,2,8
Exp1,29,9,1,39
Exp1,29,9,2,39
Exp1,30,1,1,1
Exp1,30,1,2,1
Exp1,30,2,1,2
Exp1,30,2,2,2
Exp1,30,3,1,6
Exp1,30,3,2,6
Exp1,30,4,1,49
Exp1,30,4,2,49
Exp1,30,5,1,11
Exp1,30,5,2,11
Exp1,30,6,1,10
Exp1,30,6,2,10
Exp1,30,7,1,54
Exp1,30,7,2,54
Exp1,30,8,1,16
Exp1,30,8,2,16
Exp1,30,9,1,39
Exp1,30,9,2,64
Exp1,31,1,1,1
Exp1,31,1,2,1
Exp1,31,2,1,2
Exp1,31,2,2,2
Exp1,31,3,1,6
Exp1,31,3,2,6
Exp1,31,4,1,18
Exp1,31,4,2,49
Exp1,31,5,1,11
Exp1,31,5,2,11
Exp1,31,6,1,10
Exp1,31,6,2,10
Exp1,31,7,1,18
Exp1,31,7,2,18
Exp1,31,8,1,7
Exp1,31,8,2,13
Exp1,31,9,1,64
Exp1,31,9,2,64
Exp1,32,1,1,1
Exp1,32,1,2,1
Exp1,32,2,1,18
Exp1,32,2,2,2
Exp1,32,3,1,6
Exp1,32,3,2,6
Exp1,32,4,1,49
Exp1,32,4,2,49
Exp1,32,5,1,11
Exp1,32,5,2,11
Exp1,32,6,1,10
Exp1,32,6,2,10
Exp1,32,7,1,38
Exp1,32,7,2,18
Exp1,32,8,1,8
Exp1,32,8,2,8
Exp1,32,9,1,39
Exp1,32,9,2,26
Exp1,33,1,1,1
Exp1,33,1,2,1
Exp1,33,2,1,2
Exp1,33,2,2,2
Exp1,33,3,1,6
Exp1,33,3,2,6
Exp1,33,4,1,49
Exp1,33,4,2,49
Exp1,33,5,1,11
Exp1,33,5,2,11
Exp1,33,6,1,10
Exp1,33,6,2,12
Exp1,33,7,1,54
Exp1,33,7,2,38
Exp1,33,8,1,16
Exp1,33,8,2,16
Exp1,33,9,1,64
Exp1,33,9,2,64
Exp1,34,1,1,1
Exp1,34,1,2,1
Exp1,34,2,1,2
Exp1,34,2,2,2
Exp1,34,3,1,8
Exp1,34,3,2,6
Exp1,34,4,1,49
Exp1,34,4,2,49
Exp1,34,5,1,11
Exp1,34,5,2,11
Exp1,34,6,1,10
Exp1,34,6,2,10
Exp1,34,7,1,38
Exp1,34,7,2,22
Exp1,34,8,1,14
Exp1,34,8,2,8
Exp1,34,9,1,26
Exp1,34,9,2,39
Exp1,35,1,1,1
Exp1,35,1,2,1
Exp1,35,2,1,2
Exp1,35,2,2,2
Exp1,35,3,1,6
Exp1,35,3,2,6
Exp1,35,4,1,49
Exp1,35,4,2,49
Exp1,35,5,1,11
Exp1,35,5,2,11
Exp1,35,6,1,12
Exp1,35,6,2,10
Exp1,35,7,1,50
Exp1,35,7,2,50
Exp1,35,8,1,16
Exp1,35,8,2,4
Exp1,35,9,1,39
Exp1,35,9,2,26
Exp1,36,1,1,1
Exp1,36,1,2,1
Exp1,36,2,1,2
Exp1,36,2,2,2
Exp1,36,3,1,6
Exp1,36,3,2,6
Exp1,36,4,1,49
Exp1,36,4,2,13
Exp1,36,5,1,11
Exp1,36,5,2,11
Exp1,36,6,1,10
Exp1,36,6,2,10
Exp1,36,7,1,8
Exp1,36,7,2,16
Exp1,36,8,1,4
Exp1,36,8,2,14
Exp1,36,9,1,26
Exp1,36,9,2,54
Exp1appendix,1,1,1,1
Exp1appendix,1,2,1,2
Exp1appendix,1,3,1,6
Exp1appendix,1,4,1,26
Exp1appendix,1,5,1,26
Exp1appendix,1,6,1,1
Exp1appendix,1,7,1,2
Exp1appendix,1,8,1,6
Exp1appendix,1,9,1,4
Exp1appendix,1,10,1,11
Exp1appendix,1,11,1,10
Exp1appendix,1,12,1,38
Exp1appendix,1,13,1,14
Exp1appendix,1,14,1,26
Exp1appendix,2,1,1,1
Exp1appendix,2,2,1,6
Exp1appendix,2,3,1,6
Exp1appendix,2,4,1,64
Exp1appendix,2,5,1,46
Exp1appendix,2,6,1,1
Exp1appendix,2,7,1,2
Exp1appendix,2,8,1,6
Exp1appendix,2,9,1,49
Exp1appendix,2,10,1,11
Exp1appendix,2,11,1,10
Exp1appendix,2,12,1,54
Exp1appendix,2,13,1,16
Exp1appendix,2,14,1,64
Exp1appendix,3,1,1,29
Exp1appendix,3,2,1,5
Exp1appendix,3,3,1,22
Exp1appendix,3,4,1,4
Exp1appendix,3,5,1,26
Exp1appendix,3,6,1,1
Exp1appendix,3,7,1,2
Exp1appendix,3,8,1,6
Exp1appendix,3,9,1,49
Exp1appendix,3,10,1,11
Exp1appendix,3,11,1,10
Exp1appendix,3,12,1,22
Exp1appendix,3,13,1,4
Exp1appendix,3,14,1,26
Exp1appendix,4,1,1,1
Exp1appendix,4,2,1,5
Exp1appendix,4,3,1,6
Exp1appendix,4,4,1,39
Exp1appendix,4,5,1,26
Exp1appendix,4,6,1,1
Exp1appendix,4,7,1,2
Exp1appendix,4,8,1,6
Exp1appendix,4,9,1,49
Exp1appendix,4,10,1,11
Exp1appendix,4,11,1,12
Exp1appendix,4,12,1,38
Exp1appendix,4,13,1,16
Exp1appendix,4,14,1,39
Exp1appendix,5,1,1,41
Exp1appendix,5,2,1,6
Exp1appendix,5,3,1,6
Exp1appendix,5,4,1,26
Exp1appendix,5,5,1,64
Exp1appendix,5,6,1,1
Exp1appendix,5,7,1,2
Exp1appendix,5,8,1,2
Exp1appendix,5,9,1,49
Exp1appendix,5,10,1,11
Exp1appendix,5,11,1,10
Exp1appendix,5,12,1,54
Exp1appendix,5,13,1,16
Exp1appendix,5,14,1,64
Exp1appendix,6,1,1,1
Exp1appendix,6,2,1,6
Exp1appendix,6,3,1,6
Exp1appendix,6,4,1,64
Exp1appendix,6,5,1,64
Exp1appendix,6,6,1,1
Exp1appendix,6,7,1,2
Exp1appendix,6,8,1,6
Exp1appendix,6,9,1,49
Exp1appendix,6,10,1,11
Exp1appendix,6,11,1,12
Exp1appendix,6,12,1,54
Exp1appendix,6,13,1,16
Exp1appendix,6,14,1,64
Exp1appendix,7,1,1,1
Exp1appendix,7,2,1,6
Exp1appendix,7,3,1,6
Exp1appendix,7,4,1,64
Exp1appendix,7,5,1,64
Exp1appendix,7,6,1,1
Exp1appendix,7,7,1,2
Exp1appendix,7,8,1,6
Exp1appendix,7,9,1,35
Exp1appendix,7,10,1,11
Exp1appendix,7,11,1,10
Exp1appendix,7,12,1,54
Exp1appendix,7,13,1,16
Exp1appendix,7,14,1,64
Exp1appendix,8,1,1,25
Exp1appendix,8,2,1,5
Exp1appendix,8,3,1,2
Exp1appendix,8,4,1,18
Exp1appendix,8,5,1,10
Exp1appendix,8,6,1,1
Exp1appendix,8,7,1,2
Exp1appendix,8,8,1,2
Exp1appendix,8,9,1,49
Exp1appendix,8,10,1,11
Exp1appendix,8,11,1,12
Exp1appendix,8,12,1,10
Exp1appendix,8,13,1,10
Exp1appendix,8,14,1,44
Exp1appendix,9,1,1,1
Exp1appendix,9,2,1,6
Exp1appendix,9,3,1,6
Exp1appendix,9,4,1,26
Exp1appendix,9,5,1,26
Exp1appendix,9,6,1,1
Exp1appendix,9,7,1,2
Exp1appendix,9,8,1,6
Exp1appendix,9,9,1,49
Exp1appendix,9,10,1,11
Exp1appendix,9,11,1,10
Exp1appendix,9,12,1,54
Exp1appendix,9,13,1,14
Exp1appendix,9,14,1,39
Exp1appendix,10,1,1,41
Exp1appendix,10,2,1,5
Exp1appendix,10,3,1,6
Exp1appendix,10,4,1,53
Exp1appendix,10,5,1,30
Exp1appendix,10,6,1,1
Exp1appendix,10,7,1,2
Exp1appendix,10,8,1,6
Exp1appendix,10,9,1,49
Exp1appendix,10,10,1,3
Exp1appendix,10,11,1,9
Exp1appendix,10,12,1,54
Exp1appendix,10,13,1,16
Exp1appendix,10,14,1,64
Exp1appendix,11,1,1,1
Exp1appendix,11,2,1,5
Exp1appendix,11,3,1,2
Exp1appendix,11,4,1,26
Exp1appendix,11,5,1,64
Exp1appendix,11,6,1,1
Exp1appendix,11,7,1,2
Exp1appendix,11,8,1,6
Exp1appendix,11,9,1,49
Exp1appendix,11,10,1,11
Exp1appendix,11,11,1,12
Exp1appendix,11,12,1,22
Exp1appendix,11,13,1,16
Exp1appendix,11,14,1,64
Exp1appendix,12,1,1,61
Exp1appendix,12,2,1,8
Exp1appendix,12,3,1,6
Exp1appendix,12,4,1,64
Exp1appendix,12,5,1,64
Exp1appendix,12,6,1,1
Exp1appendix,12,7,1,2
Exp1appendix,12,8,1,6
Exp1appendix,12,9,1,49
Exp1appendix,12,10,1,11
Exp1appendix,12,11,1,8
Exp1appendix,12,12,1,30
Exp1appendix,12,13,1,16
Exp1appendix,12,14,1,64
Exp1appendix,13,1,1,9
Exp1appendix,13,2,1,2
Exp1appendix,13,3,1,6
Exp1appendix,13,4,1,64
Exp1appendix,13,5,1,26
Exp1appendix,13,6,1,1
Exp1appendix,13,7,1,2
Exp1appendix,13,8,1,6
Exp1appendix,13,9,1,49
Exp1appendix,13,10,1,11
Exp1appendix,13,11,1,10
Exp1appendix,13,12,1,22
Exp1appendix,13,13,1,14
Exp1appendix,13,14,1,64
Exp1appendix,14,1,1,1
Exp1appendix,14,2,1,6
Exp1appendix,14,3,1,6
Exp1appendix,14,4,1,4
Exp1appendix,14,5,1,26
Exp1appendix,14,6,1,1
Exp1appendix,14,7,1,2
Exp1appendix,14,8,1,6
Exp1appendix,14,9,1,13
Exp1appendix,14,10,1,11
Exp1appendix,14,11,1,12
Exp1appendix,14,12,1,54
Exp1appendix,14,13,1,16
Exp1appendix,14,14,1,64
Exp1appendix,15,1,1,1
Exp1appendix,15,2,1,5
Exp1appendix,15,3,1,6
Exp1appendix,15,4,1,64
Exp1appendix,15,5,1,26
Exp1appendix,15,6,1,1
Exp1appendix,15,7,1,2
Exp1appendix,15,8,1,6
Exp1appendix,15,9,1,49
Exp1appendix,15,10,1,11
Exp1appendix,15,11,1,12
Exp1appendix,15,12,1,54
Exp1appendix,15,13,1,16
Exp1appendix,15,14,1,64
Exp1appendix,16,1,1,1
Exp1appendix,16,2,1,5
Exp1appendix,16,3,1,6
Exp1appendix,16,4,1,26
Exp1appendix,16,5,1,26
Exp1appendix,16,6,1,1
Exp1appendix,16,7,1,2
Exp1appendix,16,8,1,6
Exp1appendix,16,9,1,49
Exp1appendix,16,10,1,11
Exp1appendix,16,11,1,10
Exp1appendix,16,12,1,54
Exp1appendix,16,13,1,16
Exp1appendix,16,14,1,64
Exp1appendix,17,1,1,1
Exp1appendix,17,2,1,1
Exp1appendix,17,3,1,6
Exp1appendix,17,4,1,1
Exp1appendix,17,5,1,1
Exp1appendix,17,6,1,1
Exp1appendix,17,7,1,2
Exp1appendix,17,8,1,6
Exp1appendix,17,9,1,49
Exp1appendix,17,10,1,11
Exp1appendix,17,11,1,12
Exp1appendix,17,12,1,50
Exp1appendix,17,13,1,11
Exp1appendix,17,14,1,64
Exp1appendix,18,1,1,1
Exp1appendix,18,2,1,2
Exp1appendix,18,3,1,6
Exp1appendix,18,4,1,48
Exp1appendix,18,5,1,42
Exp1appendix,18,6,1,1
Exp1appendix,18,7,1,1
Exp1appendix,18,8,1,6
Exp1appendix,18,9,1,49
Exp1appendix,18,10,1,11
Exp1appendix,18,11,1,12
Exp1appendix,18,12,1,16
Exp1appendix,18,13,1,16
Exp1appendix,18,14,1,64
Exp1appendix,19,1,1,41
Exp1appendix,19,2,1,6
Exp1appendix,19,3,1,6
Exp1appendix,19,4,1,64
Exp1appendix,19,5,1,64
Exp1appendix,19,6,1,1
Exp1appendix,19,7,1,2
Exp1appendix,19,8,1,6
Exp1appendix,19,9,1,49
Exp1appendix,19,10,1,11
Exp1appendix,19,11,1,12
Exp1appendix,19,12,1,54
Exp1appendix,19,13,1,16
Exp1appendix,19,14,1,64
Exp1appendix,20,1,1,1
Exp1appendix,20,2,1,6
Exp1appendix,20,3,1,6
Exp1appendix,20,4,1,64
Exp1appendix,20,5,1,64
Exp1appendix,20,6,1,1
Exp1appendix,20,7,1,2
Exp1appendix,20,8,1,6
Exp1appendix,20,9,1,49
Exp1appendix,20,10,1,11
Exp1appendix,20,11,1,13
Exp1appendix,20,12,1,38
Exp1appendix,20,13,1,8
Exp1appendix,20,14,1,64
Exp1appendix,21,1,1,1
Exp1appendix,21,2,1,5
Exp1appendix,21,3,1,6
Exp1appendix,21,4,1,13
Exp1appendix,21,5,1,49
Exp1appendix,21,6,1,1
Exp1appendix,21,7,1,2
Exp1appendix,21,8,1,6
Exp1appendix,21,9,1,49
Exp1appendix,21,10,1,11
Exp1appendix,21,11,1,12
Exp1appendix,21,12,1,54
Exp1appendix,21,13,1,16
Exp1appendix,21,14,1,64
Exp1appendix,22,1,1,9
Exp1appendix,22,2,1,2
Exp1appendix,22,3,1,2
Exp1appendix,22,4,1,64
Exp1appendix,22,5,1,64
Exp1appendix,22,6,1,1
Exp1appendix,22,7,1,2
Exp1appendix,22,8,1,6
Exp1appendix,22,9,1,49
Exp1appendix,22,10,1,11
